date,sentiment,pos,neg
2015-04-01,0.6,0.57578,0.42421999999999993
2015-11-27,0.5,0.552675,0.447325
2015-04-09,0.5384615384615384,0.4337384615384616,0.5662615384615385
2015-05-02,0.7,0.66344,0.3365600000000001
2016-04-21,0.0,0.31843333333333335,0.6815666666666665
2015-12-15,0.5,0.4387833333333333,0.5612166666666667
2016-01-16,0.5,0.4688909090909092,0.5311090909090909
2016-02-02,0.8,0.7988899999999999,0.20111000000000004
2015-11-21,0.375,0.4998625,0.5001375
2016-04-08,0.6111111111111112,0.604061111111111,0.3959388888888889
2015-10-14,0.6,0.59206,0.4079400000000001
2015-09-01,1.0,0.84744,0.15256
2015-02-27,0.4482758620689655,0.5163241379310345,0.4836758620689655
2015-10-30,0.0,0.15309999999999999,0.8469000000000001
2015-05-30,0.5,0.4995125,0.5004875
2015-03-07,0.38461538461538464,0.38885769230769235,0.6111423076923077
2015-12-29,0.42857142857142855,0.5389571428571428,0.4610428571428572
2015-11-17,0.5555555555555556,0.5169666666666666,0.4830333333333333
2016-01-27,0.75,0.62295,0.37705000000000005
2015-09-02,0.45454545454545453,0.5081363636363637,0.49186363636363634
2015-03-19,0.475,0.4935275,0.5064725
2016-01-22,0.6666666666666666,0.6753777777777777,0.3246222222222222
2015-03-25,0.8,0.6378999999999999,0.3621
2015-11-12,0.45454545454545453,0.5649,0.43510000000000004
2015-06-18,0.875,0.7865125000000001,0.2134875
2016-03-16,0.7777777777777778,0.625,0.375
2016-04-16,1.0,0.9299999999999999,0.07
2016-01-06,0.5454545454545454,0.4475636363636364,0.5524363636363637
2016-01-08,0.7777777777777778,0.7212666666666666,0.2787333333333333
2015-02-11,0.4,0.38971999999999996,0.6102800000000002
2015-10-06,0.9230769230769231,0.6983615384615383,0.3016384615384616
2015-07-17,0.4,0.4474100000000001,0.55259
2015-08-29,0.625,0.6124124999999999,0.38758750000000003
2015-06-17,0.5714285714285714,0.5088714285714285,0.4911285714285714
2015-12-19,0.5,0.5760750000000001,0.423925
2015-11-28,0.4,0.35691999999999996,0.6430800000000001
2015-05-28,0.4,0.50458,0.49542
2015-04-15,0.6666666666666666,0.6825999999999999,0.3174
2015-07-21,0.7,0.62507,0.37493
2015-11-22,1.0,0.7164,0.2836
2015-05-20,0.8571428571428571,0.7167142857142857,0.28328571428571425
2015-10-10,0.8125,0.7271750000000001,0.272825
2015-09-16,0.5,0.4644100000000001,0.53559
2016-01-21,1.0,0.6545,0.34550000000000003
2015-03-05,0.38095238095238093,0.4158952380952381,0.5841047619047619
2016-02-27,0.8333333333333334,0.6930333333333333,0.3069666666666667
2015-12-30,0.5555555555555556,0.5759111111111112,0.42408888888888885
2016-03-04,1.0,0.8410399999999999,0.15896
2015-02-24,0.7272727272727273,0.6922272727272727,0.3077727272727273
2015-09-24,0.875,0.78255,0.21745
2016-01-07,0.5625,0.59055,0.40945
2015-12-13,1.0,0.6931,0.3069
2016-04-05,0.6923076923076923,0.6104538461538461,0.3895461538461538
2015-05-13,0.8,0.6839999999999999,0.316
2016-03-24,0.42857142857142855,0.4710714285714285,0.5289285714285714
2016-02-23,0.75,0.7470416666666666,0.25295833333333334
2015-07-10,0.8571428571428571,0.7474142857142858,0.2525857142857143
2015-12-24,0.5714285714285714,0.47348571428571423,0.5265142857142858
2015-07-22,0.8181818181818182,0.652390909090909,0.347609090909091
2015-11-11,0.625,0.4824375,0.5175624999999999
2016-03-15,0.5,0.526875,0.473125
2015-06-13,0.18181818181818182,0.43923636363636365,0.5607636363636365
2016-03-01,0.0,0.2881666666666667,0.7118333333333333
2015-05-06,0.8333333333333334,0.7430833333333333,0.2569166666666667
2015-11-13,0.75,0.658025,0.34197500000000003
2015-09-15,0.5555555555555556,0.5459444444444446,0.45405555555555555
2015-10-17,0.75,0.6553249999999999,0.344675
2015-09-05,0.7777777777777778,0.7046722222222224,0.2953277777777778
2015-02-25,0.8888888888888888,0.8406333333333333,0.15936666666666666
2015-09-23,0.6666666666666666,0.60504,0.39496000000000003
2016-01-02,1.0,0.7516,0.24839999999999998
2015-07-02,1.0,0.8228,0.1772
2015-09-11,0.5,0.4989,0.5011
2015-11-14,0.5333333333333333,0.5767,0.4233
2015-05-22,0.8571428571428571,0.7059142857142856,0.29408571428571423
2015-12-01,0.6363636363636364,0.6094636363636363,0.3905363636363636
2015-07-16,0.3333333333333333,0.41701666666666665,0.5829833333333333
2015-07-31,0.42857142857142855,0.4286428571428571,0.5713571428571429
2016-01-13,0.5555555555555556,0.4966611111111111,0.5033388888888888
2015-10-22,1.0,0.8895,0.1105
2015-07-15,0.6363636363636364,0.5515818181818182,0.4484181818181819
2015-12-23,0.5,0.5716749999999999,0.428325
2016-02-13,0.6875,0.6453500000000001,0.35464999999999997
2016-04-20,0.6666666666666666,0.5025999999999999,0.49740000000000006
2015-07-14,1.0,0.8183124999999999,0.1816875
2015-07-29,0.7,0.5744300000000001,0.42557
2015-12-18,0.6666666666666666,0.5670666666666667,0.43293333333333334
2015-04-16,1.0,0.9142125,0.08578749999999999
2015-04-04,0.34615384615384615,0.4297692307692308,0.5702307692307692
2016-03-12,0.75,0.703825,0.296175
2015-02-18,0.8,0.6851499999999999,0.31484999999999996
2015-08-08,0.8,0.69223,0.30777
2015-10-02,0.42857142857142855,0.43668571428571434,0.5633142857142858
2015-09-09,0.7,0.6533299999999999,0.34667
2015-04-07,0.5454545454545454,0.4959636363636365,0.5040363636363636
2016-02-20,0.6666666666666666,0.6651,0.33490000000000003
2015-03-12,0.38095238095238093,0.43950952380952385,0.5604904761904761
