date,sentiment,pos,neg
2015-04-01,0.35,0.35982499999999995,0.6401749999999999
2015-11-27,0.5714285714285714,0.3859,0.6141
2015-04-09,0.46153846153846156,0.4944923076923076,0.5055076923076924
2015-05-02,0.0,0.12662857142857145,0.8733714285714287
2015-09-22,0.6153846153846154,0.5146076923076923,0.48539230769230773
2016-01-18,0.25,0.31665,0.68335
2015-12-15,0.4,0.39120000000000005,0.6087999999999999
2016-01-16,0.4,0.49126000000000003,0.5087400000000001
2015-09-21,0.6,0.6252599999999999,0.37474
2016-02-02,0.6666666666666666,0.7059333333333333,0.29406666666666664
2015-09-07,0.5,0.53735,0.46265
2016-04-08,0.25,0.26439999999999997,0.7355999999999999
2015-04-27,0.0,0.0195,0.9805
2015-08-20,0.3333333333333333,0.3943733333333333,0.6056266666666666
2015-12-29,0.3333333333333333,0.25479999999999997,0.7452
2016-01-01,0.6,0.54382,0.45618
2015-11-22,0.2857142857142857,0.3956571428571429,0.6043428571428571
2015-07-27,0.0,0.2622,0.7378
2015-12-21,0.5555555555555556,0.5337000000000001,0.4663000000000001
2015-09-14,1.0,0.5029,0.4971
2015-06-18,0.5,0.6037,0.3963
2016-04-16,0.42857142857142855,0.36604285714285717,0.6339571428571429
2016-01-08,0.6666666666666666,0.5722333333333334,0.42776666666666663
2015-01-08,0.5,0.49348749999999997,0.5065125
2015-10-06,0.0,0.118475,0.8815249999999999
2015-07-17,0.45454545454545453,0.47869999999999996,0.5213
2016-03-11,0.5,0.4428666666666666,0.5571333333333333
2015-09-29,0.5,0.5265555555555557,0.47344444444444433
2015-11-28,0.46153846153846156,0.5015230769230768,0.49847692307692315
2016-02-19,0.42857142857142855,0.44102857142857144,0.5589714285714286
2015-07-21,0.5555555555555556,0.5463666666666666,0.45363333333333333
2015-12-07,0.6,0.57532,0.42468000000000006
2015-09-16,0.36363636363636365,0.37981818181818183,0.6201818181818182
2016-01-21,0.2857142857142857,0.36434285714285713,0.6356571428571429
2015-01-22,0.42857142857142855,0.4662571428571428,0.5337428571428572
2016-02-27,0.5,0.5312166666666666,0.46878333333333333
2015-09-06,1.0,0.5395,0.4605
2015-12-06,0.625,0.5745875,0.4254125
2016-01-11,0.5,0.4215333333333333,0.5784666666666666
2015-09-24,0.25,0.4276375,0.5723625
2015-12-13,0.0,0.19927999999999998,0.8007200000000001
2016-04-05,0.3333333333333333,0.34608333333333335,0.6539166666666666
2015-10-05,0.5,0.5470666666666667,0.45293333333333335
2016-03-24,0.8333333333333334,0.6777166666666666,0.3222833333333333
2015-07-30,0.42857142857142855,0.47318571428571427,0.5268142857142857
2015-09-13,0.5,0.3439249999999999,0.6560750000000001
2015-10-20,0.5384615384615384,0.4476846153846153,0.5523153846153845
2016-01-17,0.5714285714285714,0.4499,0.5501
2015-11-11,0.5,0.5529833333333333,0.4470166666666667
2016-03-15,0.0,0.09964,0.90036
2016-03-01,0.8,0.7692,0.23080000000000003
2015-11-13,0.2857142857142857,0.31742857142857145,0.6825714285714285
2015-09-15,0.058823529411764705,0.15587058823529415,0.8441294117647058
2015-10-17,0.3333333333333333,0.415675,0.584325
2015-09-05,0.625,0.5161,0.4839
2016-01-02,0.25,0.54585,0.45415
2015-07-02,0.25,0.4881,0.5119
2015-05-14,0.5,0.48095,0.51905
2015-11-30,0.5714285714285714,0.4721142857142856,0.5278857142857143
2015-05-22,0.5,0.40246250000000006,0.5975375
2016-01-13,0.0,0.4648333333333334,0.5351666666666667
2015-12-27,0.375,0.39581249999999996,0.6041874999999999
2015-10-22,0.375,0.42250000000000004,0.5775
2015-07-15,0.5555555555555556,0.5027111111111111,0.497288888888889
2015-12-23,0.6666666666666666,0.5408666666666666,0.4591333333333334
2016-02-13,0.75,0.6884250000000001,0.31157500000000005
2015-02-22,0.5,0.5054,0.49460000000000004
2015-01-05,0.2,0.37564000000000003,0.62436
2015-07-29,0.6666666666666666,0.5300888888888889,0.46991111111111106
2015-08-09,0.4375,0.4687125,0.5312874999999999
2015-04-04,0.16666666666666666,0.28625,0.7137500000000001
2016-03-12,0.4,0.33892,0.6610799999999999
2015-10-02,0.75,0.5818749999999999,0.418125
2015-01-15,0.5,0.530575,0.469425
2016-04-14,0.2,0.23666,0.76334
2015-03-18,0.375,0.40245000000000003,0.59755
2016-02-29,0.4444444444444444,0.4516777777777778,0.5483222222222223
2016-02-20,0.0,0.24875,0.75125
2015-05-09,0.0,0.1697,0.8303
2015-02-21,0.75,0.6561750000000001,0.34382500000000005
2016-03-21,0.4444444444444444,0.4485111111111111,0.5514888888888889
2015-03-19,0.7777777777777778,0.5864444444444445,0.4135555555555556
2016-02-03,0.42857142857142855,0.47272857142857144,0.5272714285714286
2015-03-22,0.25,0.23917500000000003,0.7608249999999999
2015-01-11,0.5,0.48422499999999996,0.515775
2015-11-19,0.3,0.29463000000000006,0.70537
2015-02-12,0.25,0.37215,0.62785
2016-02-04,0.5,0.4693833333333333,0.5306166666666666
2015-05-01,0.6,0.6781,0.3219
2015-04-17,1.0,0.994,0.006
2015-08-14,0.3333333333333333,0.3727333333333333,0.6272666666666668
2015-04-10,0.75,0.43772500000000003,0.562275
2015-12-19,0.42857142857142855,0.5212857142857142,0.4787142857142857
2015-04-23,0.4,0.44496,0.55504
2015-09-25,0.2,0.25032,0.7496799999999999
2015-03-28,0.75,0.644425,0.355575
2016-01-30,0.25,0.3467,0.6533
2016-04-09,0.7142857142857143,0.6206857142857143,0.37931428571428577
2016-01-03,0.3333333333333333,0.40514999999999995,0.59485
2015-05-25,0.0,0.1136,0.8864
