date,sentiment,pos,neg
2015-04-01,0.2857142857142857,0.2860571428571429,0.7139428571428571
2015-04-09,0.5555555555555556,0.4075555555555555,0.5924444444444444
2015-05-02,0.25,0.34841249999999996,0.6515875
2015-09-22,0.5,0.5490499999999999,0.45095
2015-12-15,0.4444444444444444,0.42262222222222223,0.5773777777777778
2016-01-16,0.5238095238095238,0.47129523809523816,0.5287047619047618
2016-02-02,0.4,0.50334,0.49666000000000005
2016-04-08,0.2727272727272727,0.3068636363636364,0.6931363636363637
2015-08-20,0.2857142857142857,0.24468571428571426,0.7553142857142856
2015-12-29,0.5454545454545454,0.4743909090909091,0.5256090909090909
2015-08-14,0.4444444444444444,0.3948111111111111,0.605188888888889
2015-07-27,0.0,0.3601,0.6399
2015-12-21,0.5,0.56715,0.43284999999999996
2015-09-14,0.5,0.53355,0.46645
2015-06-18,0.6666666666666666,0.52575,0.47425000000000006
2016-04-16,0.5,0.4757214285714286,0.5242785714285715
2016-01-08,0.3076923076923077,0.3452076923076923,0.6547923076923077
2015-01-08,1.0,0.7515833333333334,0.24841666666666665
2015-10-06,0.3333333333333333,0.34432222222222225,0.6556777777777777
2015-07-17,0.3333333333333333,0.408,0.592
2016-03-11,0.5,0.4771416666666666,0.5228583333333333
2015-11-15,0.0,0.11989999999999999,0.8801
2016-02-19,0.25,0.33557499999999996,0.6644249999999999
2015-07-21,0.2857142857142857,0.3042000000000001,0.6958
2016-02-01,0.5,0.5653499999999999,0.43465
2015-09-16,0.3,0.22313,0.77687
2016-01-21,0.375,0.3385625,0.6614375
2016-02-27,0.42857142857142855,0.3791428571428571,0.6208571428571429
2016-01-11,0.0,0.1375,0.8625
2015-09-24,0.0,0.2077,0.7923
2016-04-05,0.2727272727272727,0.3881636363636364,0.6118363636363636
2015-05-13,0.42857142857142855,0.34644285714285716,0.6535571428571428
2016-03-24,0.35714285714285715,0.3477428571428571,0.6522571428571429
2015-07-30,0.5,0.49215,0.50785
2015-09-13,0.0,0.3312,0.6688
2015-10-20,0.4,0.34896000000000005,0.65104
2015-07-22,0.3,0.27361,0.72639
2015-11-11,0.35714285714285715,0.3832357142857143,0.6167642857142859
2016-03-15,0.3125,0.32288125,0.6771187500000001
2016-03-01,0.38461538461538464,0.44193846153846167,0.5580615384615384
2015-11-13,0.7142857142857143,0.5384857142857142,0.4615142857142857
2015-09-15,0.5,0.3391,0.6609
2015-10-17,1.0,0.6442,0.3558
2015-09-05,0.4,0.5385,0.4615
2015-02-18,0.5714285714285714,0.4117571428571429,0.5882428571428572
2015-07-02,0.1,0.25067000000000006,0.7493299999999999
2015-05-14,0.32,0.339592,0.6604079999999999
2016-02-07,0.0,0.1422,0.8578
2015-05-22,0.5,0.42094999999999994,0.5790500000000001
2015-10-22,0.2222222222222222,0.26221111111111106,0.7377888888888888
2015-07-15,0.4,0.3752,0.6247999999999999
2015-12-23,0.42857142857142855,0.3881928571428571,0.6118071428571429
2016-02-13,0.375,0.39687500000000003,0.603125
2015-10-07,0.09090909090909091,0.24250909090909092,0.7574909090909091
2015-04-04,0.5,0.46596666666666664,0.5340333333333332
2016-03-12,0.2727272727272727,0.2057181818181818,0.7942818181818183
2015-10-02,0.14285714285714285,0.1327,0.8673
2015-01-15,0.5833333333333334,0.56835,0.43165000000000003
2016-04-14,0.42857142857142855,0.38516666666666666,0.6148333333333333
2015-03-18,0.38461538461538464,0.43724615384615373,0.5627538461538462
2015-04-03,0.375,0.355675,0.6443249999999999
2016-01-12,0.2,0.22937000000000002,0.77063
2015-05-09,0.6666666666666666,0.5972555555555555,0.40274444444444446
2015-03-07,0.3333333333333333,0.5328333333333334,0.4671666666666667
2016-02-03,0.25,0.27108750000000004,0.7289125000000001
2015-11-09,0.0,0.4232,0.5768
2015-11-19,0.2857142857142857,0.42026428571428565,0.5797357142857144
2015-02-12,0.4444444444444444,0.4214333333333333,0.5785666666666667
2015-05-01,0.0,0.2711,0.7288999999999999
2015-04-17,0.625,0.543275,0.456725
2016-01-01,0.0,0.2564,0.7436
2015-04-10,0.0,0.171075,0.828925
2015-09-29,0.3,0.33546,0.66454
2015-04-23,0.5,0.5530833333333334,0.44691666666666663
2015-09-25,0.5714285714285714,0.3928857142857143,0.6071142857142856
2015-03-28,0.0,0.03323333333333333,0.9667666666666667
2016-01-30,0.42857142857142855,0.42225714285714283,0.5777428571428571
2016-04-09,0.38461538461538464,0.37234615384615377,0.6276538461538462
2016-01-13,0.3333333333333333,0.36579999999999996,0.6341999999999999
2015-05-16,0.2857142857142857,0.2992142857142857,0.7007857142857142
2015-03-19,0.0,0.2238,0.7762
2015-02-26,0.2857142857142857,0.31948571428571426,0.6805142857142857
2015-10-03,0.42857142857142855,0.37935714285714284,0.6206428571428572
2016-01-05,0.16666666666666666,0.29391666666666666,0.7060833333333333
2015-07-12,0.0,0.214,0.786
2015-03-24,0.3333333333333333,0.30705555555555564,0.6929444444444445
2015-10-13,0.2727272727272727,0.3096181818181818,0.6903818181818182
2015-06-16,0.6363636363636364,0.5391454545454546,0.46085454545454546
2015-08-12,0.2857142857142857,0.37787142857142847,0.6221285714285714
2015-12-22,0.3333333333333333,0.3262833333333333,0.6737166666666665
2015-02-13,0.375,0.39722499999999994,0.6027750000000001
2016-03-18,0.46153846153846156,0.4923692307692308,0.5076307692307693
2015-07-07,0.7142857142857143,0.5246571428571428,0.4753428571428571
2016-03-05,0.2727272727272727,0.28677272727272735,0.7132272727272727
2015-06-09,0.25,0.33465,0.66535
2015-02-27,0.3333333333333333,0.2869444444444444,0.7130555555555556
